run_id,model,strategy,module,source_file,test_output_file,fn_id,function,ccm,range,mutants_total,mutants_killed,mutants_killed_by_own_tests,mutants_killed_by_other_function_tests,mutants_survived,mutants_no_coverage,mutants_timeout,mutants_compile_error,mutants_unmapped_in_module
run-20260901T031236.570959Z,qwen_4b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,22,22,0,31,24,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,91,91,0,27,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,0,0,0,0,17,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,35,35,0,4,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,5,4,1,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,43,43,0,34,12,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,48,48,0,28,8,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,25,25,0,8,5,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,5,4,1,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,11,11,0,5,2,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,53,53,0,16,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,0,0,0,0,6,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,0,0,0,0,27,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,5,4,1,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,10,10,0,7,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,5,5,0,36,2,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,5,4,1,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,0,0,0,0,77,0,0,0
run-20260901T031236.570959Z,qwen_4b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,52,52,0,65,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,12,12,0,3,2,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,25,12,13,11,3,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,0,0,0,0,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,4,4,0,2,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,0,0,0,0,89,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,0,0,0,0,84,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,24,24,0,10,4,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,41,41,0,23,22,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,4,4,0,2,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,7,7,0,9,2,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,0,0,0,0,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,0,0,0,0,69,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,0,0,0,0,27,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,4,4,0,2,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,3,3,0,13,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,23,23,0,8,12,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,4,4,0,2,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,2,2,0,4,71,0,0,0
run-20260901T031236.570959Z,falcon_7b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,44,44,0,69,5,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,0,0,0,0,17,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,0,0,0,0,39,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,0,0,0,0,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,0,0,0,0,89,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,0,0,0,0,84,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,0,0,0,0,38,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,3,0,3,1,2,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,0,0,0,0,18,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,0,0,0,0,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,0,0,0,0,69,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,21,21,0,6,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,0,0,0,0,17,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,0,0,0,0,43,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,0,0,0,0,6,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,0,0,0,0,6,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,0,0,0,0,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,3,0,3,1,2,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,4,4,0,2,71,0,0,0
run-20260901T031236.570959Z,falcon_7b,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,79,79,0,32,7,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,4,4,0,2,11,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,0,0,0,0,39,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,0,0,0,0,89,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,22,22,0,15,47,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,12,12,0,6,20,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,41,41,0,23,22,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,3,3,0,3,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,4,4,0,6,8,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,8,8,0,3,58,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,3,3,0,1,2,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,0,0,0,0,27,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,0,0,0,0,1,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,0,0,0,0,17,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,0,0,0,0,43,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,0,0,0,0,6,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,4,4,0,2,71,0,0,0
run-20260901T031236.570959Z,falcon_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,32,32,0,43,43,0,0,0
